"Cisco Identity Services Engine Log Messages Reference, Release 2.0",,,,
Message Code,Message Class,Message Text,Message Description,Severity
30000,MGMT,Unknown fatal management error,MGMT fatal unknown error. To recover try to re-run ISE,FATAL
31000,Notification-Dispatcher,Could not initialize notification dispatcher,Could not initialize notification dispatcher,ERROR
31001,Notification-Dispatcher,Could not send configuration notification message,Could not send configuration notification message,ERROR
31100,Configuration-Notifications,Applying configuration changes initiated,Applying configuration changes in Runtime initiated,DEBUG
31101,Configuration-Notifications,Applying configuration changes succeeded,Applying configuration changes in Runtime succeeded. A new configuration version was activated,DEBUG
31102,Configuration-Notifications,Applying configuration changes failed,Applying configuration changes failed. Runtime process will restart.,FATAL
31103,Configuration-Notifications,Start up configuration load succeeded,Start up configuration load succeeded,DEBUG
31104,Configuration-Notifications,Start up configuration load failed,Start up configuration load failed. Runtime process will go down,FATAL
31105,Configuration-Notifications,Transaction is ignored,A transaction with wrong ID is ignored. Runtime is waiting for transaction with another ID.,WARN
31106,Configuration-Notifications,Configuration management could not translate configuration change. Runtime configuration changes will not take effect,Configuration management could not translate configuration change. Runtime configuration changes will not take effect,FATAL
31107,Configuration-Notifications,Cold configuration restart complete,Cold configuration restart complete,INFO
31108,Configuration-Notifications,Cold configuration restart failed,Cold configuration restart failed. Runtime process will restart.,FATAL
31109,Configuration-Notifications,Warm configuration restart complete,Warm configuration restart complete,INFO
31110,Configuration-Notifications,Warm configuration restart failed,Warm configuration restart failed. Falling back to the cold configuration restart,WARN
31111,Configuration-Notifications,The Runtime notifications are out of sync,The Runtime notifications are out of sync. Issuing a sync message to Management.,WARN
31200,Audit-Flow,Encountered invalid/Null Log Record encountered,Invalid or null log record,ERROR
31201,Audit-Flow,Encountered invalid or null system message,Could not create corresponding system message from opcode,ERROR
31202,Audit-Flow,Encountered invalid or null user context,Encountered invalid or null user context,ERROR
31203,Audit-Flow,Encountered error while recording the audit record for successful login,Encountered error while recording the audit record for successful login,ERROR
31204,Audit-Flow,Encountered error while recording the audit record for failed login,Encountered error while recording the audit record for failed login,ERROR
31205,Audit-Flow,Encountered error while recording the audit record for logout,Encountered error while recording the audit record for logout,ERROR
31206,Audit-Flow,Encountered error while recording the audit record for failover mode,Encountered error while recording the audit record for failover mode,ERROR
31207,Audit-Flow,Encountered error while recording the audit record for session timeout,Encountered error while recording the audit record for session timeout,ERROR
31500,Startup-Shutdown,Started Management,Started Management,INFO
31501,Startup-Shutdown,Stopped Management,Stopped Management,INFO
31502,Startup-Shutdown,Started Runtime,Started Runtime,INFO
31503,Startup-Shutdown,Stopped Runtime,Stopped Runtime,INFO
31504,Startup-Shutdown,The cryptographic module could not initialize,The cryptographic module could not initialize,FATAL
32000,Logging,Started logging component,Started logging component,INFO
32001,Logging,Shut down logging component,Shut down logging component,INFO
32002,Logging,Using startup default configuration,Using startup default configuration,DEBUG
32005,Logging,Could not log message to logger,Could not log message to logger,WARN
32006,Logging,Could not log to critical logger,Could not log to critical logger,WARN
32008,Logging,Logging component now ready to receive configuration changes,Logging successfully subscribed to receive logging configuration changes,DEBUG
32012,Logging,Could not write to local storage file,Could not write to local storage CSV file,ERROR
32013,Logging,Could not create a local storage file,Could not create a local storage CSV file,ERROR
32014,Logging,Could not delete a local storage CSV file,Could not delete a local storage CSV file,ERROR
32015,Logging,Local storage file deleted,Local storage CSV file deleted,DEBUG
32016,Logging,System reached low disk space limit,System reached low disk space limit. Change local storage cleanup settings to free space,FATAL
32017,Logging,Could not to open a UDP socket,Could not open a UDP socket,FATAL
32018,Logging,Could not send data on socket,Could not send data on socket,WARN
32025,Logging,Rolled over local storage file,Rolled over local storage CSV file,DEBUG
32026,Logging,Could not roll over local storage file,Could not roll over local storage CSV file,ERROR
32500,Local-DB,General database Error,General database Error,Error
32600,Message-Bus,Connected message bus,Connected message bus.,Info
32601,Message-Bus,Could not start message bus,Could not start message bus.,Error
32602,Message-Bus,Retrying message bus connection,Retrying message bus connection.,Info
32603,Message-Bus,Dropped connection. Reconnecting,Dropped connection. Reconnecting.,Error
32604,Message-Bus,Unknown bus Error,Unknown bus Error.,Error
32605,Message-Bus,Unknown attribute,Unknown attribute.,Error
32606,Message-Bus,Dropped unknown message type,Dropped unknown message type.,Error
32607,Message-Bus,Missing attribute,Missing attribute.,Info
32700,Administrator-Login,Failover mode caused by an internal Error. Configuration changes may not take effect,Failover mode caused by an internal Error. Configuration changes may not take effect.,Warning
33000,Licensing,License is set to expire soon,A License that is currently installed in the ISE Deployment is set to expire soon.,Warning
33001,Licensing,License expired,A License in the ISE Deployment has expired.,Error
33002,Licensing,Device count exceeded for base license,Device count exceeded for base license. Upgrade to large deployment required.,WARN
33003,Licensing,License deletion failed,License deletion failed,ERROR
